26,n,n,y,n,n,n,n,n,n,y,n,y,n,n,y,y,n,n,y,n,n,n,n,n,y,m,y,n,y,n,n,n,y,n,n,n,n,y,n,y,n,n,n,n,n,n,y,n,n,n,y,n,n,y,y,n,n,n,y,n,n,n,n
27,n,n,y,n,n,n,y,n,n,n,n,y,n,n,y,y,n,y,y,n,n,n,n,n,y,y,m,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n,y,n,n,n,y,n,n,n,y,n,n,y,y,n,n,n,y,n,n,n,n
28,y,y,n,n,n,y,n,y,y,y,y,y,n,y,y,y,n,y,y,y,y,n,n,n,y,n,n,m,y,n,y,y,n,n,n,y,n,y,y,y,n,n,n,n,n,y,n,y,n,y,n,y,y,n,n,y,y,n,y,n,y,n,y
29,y,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,y,n,n,n,y,y,n,y,m,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y
30,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,m,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n
31,n,n,n,n,n,n,n,y,n,y,n,y,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,y,n,n,m,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,n,y,n
32,n,n,n,n,n,n,n,y,n,y,y,y,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,m,n,n,n,y,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,y,n,n,n,n,n,n,y,n,n,y,n
33,n,n,y,n,n,y,n,n,n,n,n,y,n,n,y,y,n,n,n,n,n,y,n,n,n,y,n,n,n,n,n,n,m,n,n,n,n,y,n,y,n,n,n,n,n,n,y,n,n,n,y,n,n,n,y,n,n,n,y,n,n,y,n
34,y,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,m,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n
35,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,m,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n
36,n,n,n,n,n,n,n,y,n,n,n,y,y,n,n,n,n,n,n,y,n,n,y,n,n,n,n,y,n,n,y,y,n,n,n,m,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,y,n,n,n,n,n,y,n
37,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,y,m,n,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
38,n,n,y,n,y,n,n,y,n,n,n,y,n,n,n,y,n,n,y,n,n,n,y,n,n,y,y,y,n,n,n,n,y,n,n,n,n,m,n,y,n,n,n,n,n,n,y,n,y,n,y,n,y,y,y,y,n,n,y,n,n,n,n
39,n,n,n,y,n,y,n,y,n,y,n,n,n,y,n,n,n,y,n,y,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,m,n,y,n,n,n,n,n,n,y,n,n,y,n,y,n,n,n,y,n,n,n,y,n,y
40,n,n,y,n,n,n,n,y,n,n,n,y,n,n,y,y,n,n,y,n,n,n,n,n,n,y,n,y,n,n,n,n,y,n,n,n,n,y,n,m,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,y,n,n,n,n
41,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,n,m,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n
42,y,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,y,n,y,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,m,n,n,n,y,n,y,y,n,n,n,n,n,n,n,n,n,n,n,y,n,y
43,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,m,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n
44,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,m,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n
45,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,m,n,n,y,n,y,n,y,n,n,n,y,n,n,n,n,n,n,n
46,y,n,n,n,n,y,n,y,y,n,n,n,n,y,n,n,n,y,n,y,y,n,y,n,y,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,n,y,n,n,n,m,n,y,y,n,n,n,y,n,n,n,n,n,n,n,n,n,y
47,n,n,y,n,n,n,n,n,n,n,n,y,n,n,y,y,n,n,y,n,n,n,n,n,n,y,y,n,n,n,n,y,y,n,n,n,n,y,n,y,n,n,n,n,n,n,m,n,n,n,y,n,n,n,y,n,n,n,y,n,n,y,n
48,y,y,n,n,n,y,n,y,y,n,n,n,n,y,n,n,n,y,n,y,y,n,y,n,y,n,n,y,y,n,n,n,n,y,n,n,n,n,y,n,n,y,n,n,y,y,n,m,y,y,n,n,n,n,n,n,n,n,n,n,y,n,y
49,n,n,n,n,n,y,n,y,y,n,n,n,n,n,n,n,n,y,n,y,y,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,y,n,n,n,y,n,y,m,n,y,n,n,y,y,n,n,n,n,n,n,n,y
50,n,n,n,n,n,y,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,y,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,n,m,n,n,n,n,n,y,n,n,y,n,n,n,y
51,n,n,y,n,y,n,n,n,n,y,n,y,n,n,y,y,n,n,y,n,n,n,n,n,n,y,y,n,n,n,n,n,y,n,n,n,n,y,y,n,n,n,n,n,n,n,y,n,y,n,m,n,n,y,n,n,n,n,y,n,n,n,n
52,n,n,n,n,n,n,n,y,n,n,y,n,y,n,n,y,n,n,n,n,n,n,y,n,n,n,n,y,n,y,n,y,n,n,n,y,n,n,n,n,y,n,n,n,y,n,n,n,n,n,n,m,y,n,n,y,n,y,y,n,n,n,n
53,n,n,n,n,n,y,n,n,n,y,n,y,y,n,n,n,n,n,n,y,n,n,n,y,y,n,n,y,y,y,y,n,n,n,n,y,n,y,y,n,n,n,y,n,n,y,n,n,n,n,n,y,m,y,n,y,y,n,y,n,n,n,n
54,n,n,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,y,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,y,n,n,n,n,n,y,n,y,n,y,m,n,n,n,n,n,n,n,n,n
55,n,n,y,n,n,n,n,n,n,n,n,y,n,n,y,y,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,y,n,n,n,n,y,n,y,n,n,n,n,n,n,y,n,y,n,n,n,n,n,m,n,n,n,y,n,n,n,n
56,n,n,n,n,n,n,n,y,n,y,y,y,y,n,n,n,n,y,y,n,n,n,y,y,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,n,y,n,n,n,n,y,n,y,y,n,n,m,n,n,y,n,n,n,n
57,n,n,n,n,n,y,n,y,n,n,n,y,n,y,n,n,n,n,n,y,y,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,m,n,y,n,y,n,y
58,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,m,n,n,y,n,n
59,n,n,y,y,n,n,n,y,n,y,y,y,n,n,y,y,n,n,y,n,n,n,y,n,n,y,y,y,n,n,y,y,y,n,n,n,n,y,n,y,n,n,n,n,n,n,y,n,n,y,y,y,y,n,y,y,y,n,m,n,n,n,n
60,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,m,n,n,n
61,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,y,y,n,n,n,y,n,n,y,y,n,n,n,n,n,n,n,n,n,y,n,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,y,y,n,n,m,n,y
62,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,m,n
63,y,y,n,n,n,y,n,y,y,n,n,y,n,y,y,n,n,y,n,y,y,n,y,n,y,n,n,y,y,n,n,n,n,n,n,n,n,n,y,n,n,y,n,n,n,y,n,y,y,y,n,n,n,n,n,n,y,n,n,n,y,n,m
